,ABBA,Aerosmith,Alice Cooper,Arcade Fire,Arctic Monkeys,Billie Eilish,Black Eyed Peas,Black Flag,Black Sabbath,Blondie,Blues Saraceno,Boyz II Men,Bring Me The Horizon,Brooks & Dunn,Buffalo Springfield,Calle 13,Chicago,Cliff Richard & The Shadows,Coldplay,Cream,Creedence Clearwater Revival,"Crosby, Stills & Nash",Daft Punk,David Caggiano and Sami Chohfi,Death Cab for Cutie,Def Leppard,Demi Lovato,Depeche Mode,Dion and The Belmonts,Dire Straits,Disturbed,Don Toliver,Drake,"Earth, Wind & Fire","Emerson, Lake & Palmer",Fall Out Boy,Fleetwood Mac,Flo Rida,Fugazi,Genesis,Gorillaz,grandson,Green Day,Halsey,Hollywood Undead,Imagine Dragons,Jonas Brothers,Josylvio,Joy Division,Juelz Santana,Keane,Kings of Convenience,Kraftwerk,Ladysmith Black Mambazo,Led Zeppelin,Linkin Park,LMFAO,Mac Miller,Maroon 5,Meg Myers,Metallica,Modest Mouse,Mumford & Sons,Muse,My Chemical Romance,Nazareth,NEFFEX,New Order,Nickelback,Nine Inch Nails,Nirvana,Oh Wonder,Omen44 x Nipps (Buddha Brand) x Vikn (Tetrad The Gang Of Four),One Direction,Oomph!,OutKast,Papa Roach,Parliament-Funkadelic,Pavement,Pearl Jam,Pere Ubu,"Peter, Paul and Mary",Pink Floyd,Pixies,Placebo,Poco,Portishead,Puffy AmiYumi,Queen,Radiohead,Rage Against the Machine,Rammstein,Rascal Flatts,Red Hot Chili Peppers,Roxy Music,Shanti Dope,Skindred,Sleater-Kinney,Sly and the Family Stone,Sonic Youth,Spice Girls,STARSET,Steely Dan,System of a Down,Talking Heads,Tardigrade Inferno,Television,The Allman Brothers Band,The Andrews Sisters,The Animals,The Band,The Beach Boys,The Beatles,The Boswell Sisters,The Byrds,The Chemical Brothers,The Chicks,The Coasters,The Cranberries,The Decemberists,The Dillards,The Doors,The Drifters,The Eagles (Vocal Group),The Flamingos,The Flying Burrito Brothers,The Four Seasons,The Four Tops,The Hollies,The Ink Spots,The Isley Brothers,The Jesus and Mary Chain,The Judds,The Kingston Trio,The Kinks,The Louvin Brothers,The LovinтАЩ Spoonful,The Melons,The Mills Brothers,The Monkees,The Moody Blues,The Moonglows,The Neighbourhood,The Orioles,The Platters,The Police,The Pretty Reckless,The Ramona Flowers,The Replacements,The Rolling Stones,The Shirelles,The Smashing Pumpkins,The Smiths,The Soul Stirrers,The Stanley Brothers,The Staple Singers,The Stooges,The Strokes,The Temptations,The Turtles,The Velvet Underground,The Ventures,The Weavers,The White Stripes,The Who,The Yardbirds,Thousand Foot Krutch,Tinariwen,Traffic,TV on the Radio,U2,Van Halen,Wilco,Yo La Tengo,"Yung Lee (Beast Boy) x Sky, The Vision",ZZ Top
ABBA,1.0,0.1709685818462564,0.12850799225595977,0.15794836473557838,0.17831115957736632,0.1722819191389029,0.1458118643346471,0.12414733310276438,0.18596014680008788,0.14436662215734886,0.12562167711590655,0.20435001947633924,0.18745979302616522,0.14463061050381865,0.1767173256744886,0.011114831749039933,0.16505622985574542,0.15536862450987055,0.14218986375292886,0.10527821209317978,0.13211905129394186,0.18932170678360216,0.07428902321770559,0.0,0.15182651547527648,0.16133410360054046,0.15824947020109703,0.1367055636620791,0.15567561455591328,0.18383454857791004,0.18763162592880533,0.15451100171684118,0.19647835221843446,0.1347687447783118,0.16568440244982552,0.1481662548889653,0.1732987828783591,0.15045484259833808,0.1416480760769856,0.20114677632456968,0.15508951474016386,0.15794513944246558,0.17946580441201065,0.18483247242700496,0.20503990733807576,0.1704749556530314,0.17468002354842738,0.0131469588014268,0.14066808091066418,0.15619575173532751,0.1614064259036857,0.16929934047654638,0.04416956133582184,0.0630956409467398,0.18340671699604605,0.1783655793773864,0.13453005916273475,0.21699822389079337,0.17227923305184345,0.1573085060264019,0.15588933827410767,0.17037218724252035,0.18160671108876614,0.14963585851086803,0.14567867019295377,0.14861136998662483,0.19367897585591287,0.17434405795110552,0.1863629662034656,0.15719034892121364,0.10946174345767568,0.16117005224183734,0.025601156392872637,0.16723653216187429,0.019596776482577627,0.20293416875436843,0.16125712510792511,0.0,0.1680278874140283,0.13426835445063845,0.09966572262253859,0.1377109526103828,0.20996655570778577,0.0722732358984075,0.14000225306670566,0.16648352666711197,0.15391396334843144,0.09750553607647905,0.1644514729543186,0.10976048126303817,0.13709286756696282,0.012208269280475692,0.19406161477199224,0.16938936298280827,0.12173914190803592,0.001341263881564636,0.14766091705667994,0.17482641811035604,0.09513397887133235,0.16260765826089596,0.15010427029657536,0.20548152952176524,0.17974639161708184,0.10569572831798302,0.12650418739788094,0.14464600860311316,0.1381845881802498,0.13161456310018238,0.11991278886289003,0.1637703941320412,0.1766375995657039,0.10746703014930725,0.0861626800255374,0.13649626151822825,0.1443050660188192,0.1103775988568918,0.16144675038403677,0.12190993289316743,0.11604786123480515,0.17139239110508775,0.13555342190236364,0.15969097827952128,0.14395704302958556,0.05427600436761326,0.12144762740919335,0.17513118499800706,0.13961601317366235,0.1673596323108355,0.15072794873929152,0.1424470713834599,0.12965968545977558,0.09497413900264706,0.164833480582664,0.134790887482796,0.15561497577334027,0.1572171337188032,0.1788364148983692,0.02826651849088757,0.11680688680334494,0.13818435418517017,0.17547747928585378,0.10249726336196097,0.19410364500887034,0.15125153084798904,0.13879838091469687,0.1064353895311887,0.1707286411876784,0.07273563467944544,0.14311864986377165,0.15206609163411833,0.08825043228948759,0.16488203869205054,0.14852539345324411,0.10983015586778955,0.12607259593992548,0.13244148913908338,0.07755679477967603,0.18386771915814537,0.17344258521520328,0.16110675680076603,0.1638744976149903,0.10573448774859595,0.1133380184829389,0.1732519905348867,0.12133346893043262,0.12439851116452616,0.18306488314683178,0.07484546324769048,0.15051652308955588,0.17940083034280452,0.17670151704817538,0.13802345921147519,0.14572477245675708,0.14757964502400456,0.02692605995273467,0.13452546336592053
Aerosmith,0.1709685818462564,1.0,0.13285898376937277,0.15948146126943274,0.183089857938738,0.17343834248272239,0.16024286124116105,0.11847526861446211,0.18497508917933259,0.14351412662673146,0.1281614790564839,0.20424569310020757,0.18448815512631322,0.14799649690815087,0.17919254001840157,0.008253547656565052,0.16253801578562987,0.16327938746595105,0.14682319100168484,0.10775401857729694,0.13975648434730004,0.18473683525348594,0.07811329603411965,0.0,0.14616136090038123,0.194269707924837,0.20057154282191647,0.13069356986580083,0.15743584600085558,0.18585993091307984,0.18354122456185373,0.18205908665283954,0.20981521128799563,0.14317340354493424,0.15235897766753914,0.15213601873243288,0.17344757406136346,0.16723697853882447,0.13922026768140472,0.19426984258279534,0.16552206088493981,0.16212190069624555,0.17343379590180164,0.1828004751753034,0.21089310646997683,0.17337304353532546,0.18427096398547327,0.01349973226822565,0.13316504856386424,0.17840755594092883,0.16264713934697084,0.15599600710830241,0.039686592648270014,0.06046586267699228,0.18162497393476285,0.17650604916886248,0.1407905664315673,0.24102785285206707,0.20073840348944405,0.16522655494660998,0.14713190285215716,0.1652386953131877,0.17270198853633245,0.1437926058676693,0.13965022483741996,0.15879770418942862,0.20538537752566488,0.16884344050229882,0.1969136324717231,0.1515223115386033,0.11778787257712031,0.1597478432764352,0.0279276018891218,0.16773752871521508,0.019960763221318012,0.20827121775889856,0.16423889921285473,0.0,0.16776007515536695,0.13882424453723374,0.09928315435257884,0.12685760970773208,0.20557806820050217,0.07195660626332634,0.1332871488841273,0.16369707476996254,0.12233972291003581,0.09575660631728333,0.16679421681780404,0.11181080384908859,0.14357281110836118,0.012128526216317548,0.20306286537293994,0.1732152181962725,0.11747875441415812,0.0011965531576106914,0.15332687552984758,0.1796183631635675,0.10106192796234503,0.164583845605066,0.15931131032346801,0.19500679026333356,0.18249015547233516,0.10778621446920245,0.12072365501132665,0.1327830584326959,0.13533545064536634,0.14551676339976272,0.11575913367612378,0.1856856251301896,0.174677618113679,0.10666297548911818,0.09108952314071228,0.1382904297774008,0.1357403197397543,0.10795574370725947,0.16392909110624532,0.13670433670694104,0.11207615417691075,0.1542366604157681,0.13064220148828598,0.17637478429513098,0.14917615807444196,0.05363884723616352,0.10879300324893104,0.16793727990634122,0.15112289825612724,0.1686864691016703,0.14450702942111038,0.13853117543158355,0.1426956555176092,0.09722508392746276,0.16465987391922787,0.1239544196384843,0.14685797175731952,0.1505733717257689,0.17167538664918158,0.027831760364531055,0.1174103784192867,0.13702937882307298,0.16503124234524202,0.0997102813945141,0.19564944847724564,0.1468859970615103,0.13272387089460325,0.10553728501394699,0.16446278406953674,0.07058887780583123,0.14777626820605683,0.1593756127059084,0.09114102771168564,0.15839132144000223,0.13701230305414314,0.10808056876326799,0.11874872182194718,0.13567936160283645,0.08423947281139788,0.1930722594141865,0.1910231979832291,0.1564573908062945,0.16471897909127198,0.1075710417527187,0.10521866764779497,0.17450675822236705,0.11712838184676244,0.1265839962471056,0.18240947106185035,0.07337349536868976,0.14602721824188558,0.1714468817501994,0.17959050018934875,0.15059511507219825,0.13998112331134172,0.13777706215569296,0.03915427025805274,0.13812256091032782
Alice Cooper,0.12850799225595977,0.13285898376937277,1.0,0.1183478082005387,0.141557029612005,0.13648204987371515,0.11942971036451566,0.0973165714085098,0.15127270135154958,0.11309241786167312,0.10095019225269286,0.15279125356046563,0.14308856568817552,0.11919187117743912,0.1383701960053061,0.01366135562357873,0.12736281792975657,0.12252940164781057,0.11314243869808605,0.08462669407050616,0.1011210268833942,0.14329694862541298,0.04993664254874641,0.0,0.11570017121859688,0.1316197738446261,0.12365781124377673,0.09960964406176065,0.1196113587919968,0.14592852890580232,0.13675593805487296,0.1303592257121693,0.15258960253560572,0.1062945283776836,0.12956246051847775,0.11764761469980511,0.13409635500802175,0.12296463948252356,0.10794349719918106,0.1587041797842197,0.11554598252127657,0.13079549062499984,0.15034447870390732,0.15223821664833426,0.16166431969895279,0.12888497042320002,0.13292786355230923,0.009101124065898802,0.10499586377687709,0.12975720221606046,0.1245537673493815,0.12385810843951439,0.03459325752728437,0.05050718435721058,0.1442403019465005,0.12977967211018138,0.1157534889854096,0.17250189206765087,0.13807738149520787,0.1287596602383866,0.12051960592606348,0.13203629607030165,0.1403887531344178,0.12439124711307237,0.1187448390773096,0.11794644139129651,0.1504617475579877,0.12694885289287083,0.15002398709162224,0.12017313883290581,0.08672579080666731,0.11626532291835656,0.02231787402581764,0.12697004309805826,0.016458513459291946,0.16475084494886028,0.12434152987221236,0.0,0.13416782622142565,0.10965750743910485,0.08241561016481935,0.10156556319555321,0.1617223027300292,0.0701598462534826,0.10587403632849901,0.12431030034282908,0.09453328530164684,0.0738708142914628,0.128630500642546,0.08669049838536569,0.10910049551727508,0.009107175903055098,0.14739996650970733,0.13068223453256977,0.09268856359324606,0.0014922424908904164,0.12047162136449752,0.13402146392861936,0.08410431458835921,0.1266063255183454,0.11876506538862208,0.15167694303412282,0.1374796163612697,0.08708182193848513,0.10304201280296788,0.11691201370682969,0.10850275359024408,0.1104995063228319,0.09416606079588175,0.13668857382668076,0.1395862212555815,0.084630731086763,0.06797257366046583,0.10983402697058231,0.1140358111333245,0.08481410825571267,0.13240772608109153,0.10983354551184155,0.08363523564086084,0.13997992659984937,0.10664026491810541,0.12925805639522048,0.1137227557378302,0.03997076047130299,0.08700945177231856,0.13642990162236412,0.11290184244321744,0.12947305509231222,0.11246290285142957,0.11127606542187363,0.10797566053459262,0.07961450756801758,0.12883488121317765,0.11061359158768647,0.12486328010926806,0.12447377377791757,0.13939316340469454,0.02349270604363174,0.09262757650168418,0.11150356761023872,0.12662287216450374,0.0806060374986095,0.14967615261410638,0.11018793622109868,0.10402392573145625,0.08313269323735872,0.13211073242023474,0.050945348654815925,0.11561543819476894,0.12383119182868596,0.08437842156680808,0.12977115507247716,0.11296361267326804,0.08758563094314054,0.10309499663311672,0.09900676360558569,0.06670682268393624,0.14642995471763276,0.14521848769652057,0.120639284781629,0.13605221058189365,0.08341812460789966,0.09185979090634444,0.1344612775660805,0.09521301507137414,0.11151333421639076,0.1348833407450447,0.05863617266744592,0.11680696231061327,0.14297618632514575,0.13575478629433124,0.13156161399907473,0.11402037773191376,0.10498978877785148,0.017869096095679993,0.11139996709233602
Arcade Fire,0.15794836473557838,0.15948146126943274,0.1183478082005387,1.0,0.16818849714173312,0.16004579076392056,0.14900230352252763,0.11127024062233515,0.1763932482001831,0.1273442702298142,0.11606256950626148,0.18946758214910242,0.18078524740833624,0.12601620498286037,0.16639380580897578,0.02057142016795832,0.1524698029419338,0.1374713698936919,0.1397516829953258,0.09026427695795258,0.12444542893147625,0.17106061277448148,0.08415802726557109,0.0,0.14103377030706887,0.17205398881421752,0.15043947007778224,0.12092090515968512,0.1373869566472784,0.16872022498625283,0.17139788903233832,0.15403229488788928,0.18898564735082812,0.12378131311479557,0.14276184700327865,0.13877588483196202,0.16613075997599003,0.1496649423861407,0.1402585980883565,0.1826680584577841,0.1592602326142133,0.15748607948542448,0.16272153727066407,0.17226584006851597,0.1995059871393844,0.16351312574661925,0.1675275407586042,0.01640049505743424,0.1265786552894177,0.1521120905768052,0.15633484293488253,0.14760259727908842,0.03726011952652519,0.05476162738174284,0.16221856159007686,0.1611534892248484,0.1407693957695022,0.21109051259889255,0.17008136394060314,0.1501742498995312,0.14093070848897649,0.16208517801903555,0.173403756506334,0.14288098828466067,0.14925511900053934,0.13636186896477565,0.19140731147822287,0.16088053424438187,0.18089743803049219,0.14657481583320464,0.09613609075970997,0.15690984289194754,0.024084961784472392,0.15841360534628313,0.01617335642690443,0.18622092470201335,0.15753580689344604,0.0,0.15982200681191405,0.11891730142423373,0.09180280202080204,0.11636546542589299,0.19136030116643243,0.07091277909196914,0.1267859879828046,0.15204134523566804,0.11844349307863067,0.09409559389416755,0.1479091348950028,0.11098138846831662,0.1312562260747937,0.010710110607177414,0.1947204745624478,0.16121413382971372,0.10912858813585802,0.0016409531671637279,0.1537326434090347,0.16612427925425188,0.07778470123677295,0.15832432160024124,0.16042158927123007,0.1939832937632162,0.17295014854068613,0.11012210092250685,0.11030363616664907,0.13012762196847483,0.1255182389394377,0.11761945057536083,0.10393096782958655,0.15781087882381417,0.165229813958789,0.09477155355517808,0.0810586883443648,0.12250034391108366,0.13215471952075775,0.10306637346258796,0.15444744456289117,0.11065743833230712,0.1071965391372941,0.1477402198538701,0.11940664134185575,0.14505843681306407,0.12590605154812506,0.042273236283076554,0.10323970849518671,0.15693398465724362,0.134906142097714,0.15556865332477732,0.12902094404274556,0.12808825599072116,0.1353482108999634,0.08769205254805279,0.1465203894363245,0.11983061977728604,0.1358122664520589,0.13271354720660555,0.1580682275219636,0.025911251661119405,0.1053254976336021,0.12545849233422868,0.15777195700042124,0.08989248587709675,0.1814689125032628,0.1346402431008913,0.12471657014753346,0.09800605973149401,0.1540201916398849,0.07695610086373805,0.14242387553483082,0.1407519499554477,0.112183925116359,0.1460299920929099,0.14050475572525734,0.0956557692923461,0.10808387477273984,0.12753611602939396,0.07049721044520108,0.18862858003451466,0.15013612892685313,0.14548651098492182,0.15552175325282058,0.09512553738311313,0.09762493853097987,0.16412142790698447,0.11099138760222349,0.10908979179878853,0.19253751179310408,0.0659110990037296,0.1345063096172151,0.1832474789756784,0.1647625843421061,0.12297002930498868,0.1325957999163464,0.13623409118748786,0.036279538310786785,0.12274449345416416
Arctic Monkeys,0.17831115957736632,0.183089857938738,0.141557029612005,0.16818849714173312,1.0,0.1794980296816342,0.1570884207982456,0.1211491992068281,0.19259663364979873,0.1517615491486124,0.1308477141168196,0.21043248844931006,0.1921102661254488,0.1561998013452408,0.1895587769543574,0.006574939333474306,0.16414754778225427,0.1630190777358479,0.16416532343345558,0.10753262238670791,0.147312453792243,0.20769926174207964,0.14989944247259712,0.0,0.1659653745780817,0.18549261854703736,0.16357931251173385,0.1359889897527904,0.16121094097283528,0.19439504866104151,0.19428584600972298,0.17403643408460356,0.21119368464265165,0.13670622713384228,0.17774851799757085,0.15984120261329537,0.18241222749410113,0.16384345853203375,0.1497762057672214,0.20946222689062444,0.17154172011071234,0.16569486428979752,0.1902668653234788,0.19071720900044886,0.2215442529085262,0.1793854854496829,0.18548085519213964,0.010514547728937118,0.14741457703034988,0.16860313445089847,0.17128195658834677,0.17358399859972318,0.04497898668455502,0.06708718312045348,0.18387523788674542,0.18011139692492972,0.14750261225853034,0.23325514783615597,0.18563638877637956,0.16907609515472954,0.15367481526164717,0.18482822591891435,0.19090019823919047,0.15598408499499017,0.1492365996410171,0.154255227198283,0.2039624685623086,0.17642877234125498,0.20691139949194315,0.1573532087205347,0.10507128785638908,0.16840599855634986,0.029615332582827558,0.17720983836951165,0.018788575199657154,0.2190060960305501,0.1658267866065023,0.0,0.18446727500728732,0.14137202476186128,0.10964920333019235,0.13710633302221997,0.229462064553573,0.07417384967717644,0.14773379348643145,0.17875338958588927,0.13210359762470147,0.10503367866138602,0.15874996496035831,0.12032030411374928,0.15086290006298542,0.011441295336037438,0.21411817442143655,0.18075358300497046,0.12641245916701316,0.0013290277942779039,0.1633057749435204,0.18084977241343947,0.09748064308487847,0.17722085379391617,0.16276282431207423,0.2100799221245624,0.19937158895268736,0.10968647397793663,0.12960108053894803,0.15057014546644654,0.14418313035000274,0.13768479752615814,0.12563532413030165,0.1786059761501233,0.18713557617127807,0.11385038549770632,0.08939599620596284,0.14553137576266395,0.14692899183395725,0.11531318883515307,0.17643581702327205,0.13771517264770194,0.1186172370669959,0.17631806295627905,0.1476388378028196,0.17769792748927749,0.1528677480602677,0.05787865630264688,0.12015232021030431,0.18246300979819197,0.1558285042558183,0.19998171243654628,0.14746735178196335,0.1456888306958597,0.14066414646119385,0.10072053292689331,0.17547041900257354,0.1370433261030657,0.1569174380887678,0.16514855806972217,0.19815117026457607,0.031303545758933904,0.12674093826910648,0.14312243084167064,0.18071169422491717,0.10221649427441226,0.2029047725651706,0.14959354557058047,0.14237549415379014,0.11325516107976086,0.17371696104043555,0.07365210403735267,0.16007701842912803,0.16402597705333355,0.08822873400051479,0.17259493376853485,0.15179130676059382,0.11248765000808414,0.12951399925515605,0.14156138998742207,0.08696835973960981,0.2038682581498672,0.17599785808573032,0.15982729116905514,0.17925601132212832,0.11976517608867232,0.11863180720921596,0.18153906204319914,0.12966105937841754,0.12840315654853973,0.19609192593556035,0.07513837490317798,0.15958743964280842,0.18851433124462547,0.1870965485568592,0.14004416742726433,0.15564838036235829,0.1536845612136546,0.03363745890113323,0.14177236014408034
Billie Eilish,0.1722819191389029,0.17343834248272239,0.13648204987371515,0.16004579076392056,0.1794980296816342,1.0,0.14159659282808124,0.1317137785439021,0.17735373462077553,0.15713964486570242,0.12331391426239147,0.21521774968478236,0.21316245521791433,0.13614764092585618,0.19100129144879563,0.010131506786960287,0.1752726638034714,0.17012353547876613,0.1475944615807746,0.10265226825467033,0.1138191094003137,0.18026252698642797,0.0638358782355446,0.0,0.1457938026207095,0.1688509964911975,0.18085706699158366,0.13451955829324325,0.16320511993208398,0.1541581870904879,0.18614239917376596,0.17300774800594643,0.21824243084038086,0.13446141329499262,0.1439487622912332,0.1474354237426091,0.1973846267090018,0.157523453468572,0.150951514541656,0.18110727549362582,0.1563617515258804,0.14678543915239717,0.1621069866582433,0.2052190568683666,0.21522578843831353,0.17458799483718845,0.1938748717126335,0.01033750052386262,0.11642261092648809,0.1602088829238325,0.16497363166020051,0.16237788443448897,0.031079778217333764,0.05339468503773448,0.17187306983929518,0.17680271887379972,0.131970044674246,0.2276556262140048,0.20447177913602554,0.18273481301885675,0.14800574128023136,0.15616525408252857,0.18890610771018845,0.15418759697355078,0.15347568832247904,0.1616665037379046,0.2141152705143261,0.16941223085068646,0.18314209092557676,0.17677847802839852,0.11871126569838819,0.16826766833343343,0.02699697876068996,0.17899989170102426,0.020437868185935182,0.20029299812545664,0.16746504940502638,0.0,0.15479588442352288,0.12626476288914423,0.08590877765765992,0.11481742802823336,0.19770355264236938,0.0713896837294048,0.14484549953045156,0.1547186837684018,0.13066717498124902,0.1018991116007909,0.1614041360710018,0.11470371805549118,0.11388646216911302,0.013047493943021404,0.20997178419223927,0.16484156147759732,0.11233450145961821,0.0014653099600191455,0.14327186765039146,0.16879715757245828,0.10036919079981632,0.1615302930104101,0.1702747885968814,0.20281059114892142,0.17352206485122612,0.10127301435338543,0.10280268782106139,0.1440835313978549,0.12540222148218794,0.1327612688140708,0.10908206787128538,0.15805575082944212,0.15677040066147652,0.10355739702765943,0.08132667395573367,0.13152236269515571,0.13187308857718527,0.1095177024227173,0.17294444391064612,0.11774629977414053,0.12379741925515753,0.15050156780755397,0.1023973913508529,0.13738845956175072,0.1293328362095436,0.06134756428229582,0.10698016113340436,0.18485325818133458,0.1652442155342002,0.17725464144905656,0.14623961371467775,0.14078480091158696,0.14293492299779764,0.09721113918838442,0.1524418801238724,0.10798071468650405,0.13949332645096346,0.13391791752387483,0.17457727510998378,0.03149381732920964,0.1016240441893489,0.1449956521473852,0.15969075042690317,0.0994442212739397,0.22876585977387753,0.16371783797384243,0.13589113628873906,0.10562809078632818,0.17622303276501017,0.07079108126753353,0.1430389619398431,0.1613582220201093,0.09473199369872665,0.16716164675474987,0.13626305990299992,0.10022802510771123,0.10497592730396255,0.13702819128752686,0.08361988296982736,0.20057799388959774,0.19640272868888864,0.17715754971855624,0.15074041305788954,0.10325897395713013,0.09476744270756399,0.1760813909301182,0.12121676623958766,0.12661082609084773,0.1870867243075509,0.07065615497035427,0.1376118684788039,0.162046904499469,0.1655144084964828,0.1404356247143923,0.15292417491398658,0.14087342480768694,0.024965006367277276,0.12998288068451402
Black Eyed Peas,0.1458118643346471,0.16024286124116105,0.11942971036451566,0.14900230352252763,0.1570884207982456,0.14159659282808124,1.0,0.1029871505929233,0.16120629400271702,0.12719485362074334,0.10671066909292992,0.18296425635029878,0.15804238693300243,0.1283655408220632,0.15112023651181739,0.012022092444203492,0.1425001499333084,0.13448313872905837,0.14801452998241915,0.08713781513636909,0.11972596667440616,0.16024263933065885,0.07483089016393274,0.0,0.13047394744458296,0.173973054377085,0.14326685994104604,0.14233429648264595,0.13157883110725932,0.16012318345423926,0.15929596763514509,0.1600137110744415,0.1947778318649237,0.1253265253117497,0.13887261693386221,0.13471223876998306,0.14477517586207045,0.16953617284346867,0.12253416035239928,0.17527537961134199,0.150533242806971,0.14898821523375771,0.1588178934082246,0.16028854713164964,0.19666694307192112,0.1510805778786929,0.15466105693849608,0.012821578831874736,0.1242937433881619,0.17366154005170809,0.14533285670554696,0.13589572174211728,0.03886959257408329,0.05448191535401381,0.16403151036361985,0.161342943036336,0.1490376232490508,0.2087954796800746,0.1586885072183759,0.14595445263760332,0.12695275262052141,0.15613000221884743,0.15227832740090774,0.12489435436125573,0.129448768175064,0.12880445112138084,0.1861955003469492,0.14934432167052447,0.17199307781075013,0.1289810391592312,0.08963586146866664,0.15067283342399485,0.026840652721574987,0.14740555577758951,0.01853753037868533,0.1990871312765904,0.143082837487163,0.0,0.15154318391685684,0.11912944128726954,0.09098587458374774,0.11366629277750062,0.17712162147092803,0.07765326045858989,0.12043917598087395,0.14153073556953877,0.10883784984942657,0.09129948237808438,0.14376822125271638,0.1026791351921057,0.13817783484656665,0.011653958752600668,0.17408123556914834,0.15026819244724898,0.10989459203829643,0.028763922320106605,0.15100655276711283,0.158510705293742,0.08758082001797596,0.14142935669962298,0.14754343674183357,0.16967328295663675,0.1555918897407419,0.09280628634535304,0.11052251682618419,0.12083772482046873,0.12246256610701245,0.11717767081767883,0.10497513307055972,0.16551603228334144,0.1536752343556146,0.10177414302687016,0.08212634818058273,0.11874845281289415,0.11902093555524063,0.09690316272743726,0.14371606376225854,0.11327060738227479,0.0964055982678731,0.14574740692607902,0.11634505091084058,0.1436040550267662,0.12185475939208712,0.04452419468228008,0.09938061730575753,0.14275720087557475,0.12720251541648753,0.1446368502448232,0.12659702002437012,0.12419923187616155,0.12048258724692573,0.08544984375378839,0.14340681724206705,0.11225965994307097,0.13188340890013672,0.12946186248103486,0.15320689558798128,0.02396053525259445,0.10468589070281475,0.12326725989227472,0.14835949404965387,0.09287276568194014,0.16640420956095914,0.15358056952306764,0.11467635052328662,0.09664062893375769,0.15077780444819722,0.06637951492176919,0.1347289606784543,0.1310325738362188,0.07662169394559681,0.14265308784201147,0.1266245722915893,0.09401289992494055,0.10335920202352988,0.12484449182434543,0.07071514963153636,0.16701363223550925,0.15623341604819374,0.13737131569337546,0.14129308246511108,0.09368866609904336,0.09761435111921468,0.15264088143512622,0.10438979763396838,0.10238341513954763,0.18060729018779065,0.06805713092434384,0.12695367250456013,0.16025674506538912,0.15459743579557417,0.13186028122238702,0.12164736788805586,0.12430630703154133,0.044489559888702845,0.12265308152212961
Black Flag,0.12414733310276438,0.11847526861446211,0.0973165714085098,0.11127024062233515,0.1211491992068281,0.1317137785439021,0.1029871505929233,1.0,0.1275368760636837,0.10161645960362953,0.08793171234430153,0.14237265732365645,0.1383912750286107,0.10124850449728584,0.12464764687341989,0.008266092828285276,0.11924262858664791,0.10648624694804176,0.1039227400658923,0.07327564163669154,0.08646486870461978,0.12462490765973977,0.05972220199981826,0.0,0.10220629332327125,0.12240024677450945,0.11254318541705755,0.09736887316756804,0.111544024357351,0.1205397807884453,0.13372893015279408,0.114595311939512,0.1427257474413659,0.0878676127628184,0.10611404842369843,0.10152116707621817,0.11678242115355275,0.11123257675632936,0.10631830386773233,0.14071278833460354,0.1119195853568602,0.1138980185644266,0.12455498360673833,0.13694782411067563,0.15160894022603988,0.12093528740486459,0.11974343231531781,0.010597335296195332,0.09314349854101645,0.11693938842500218,0.11283263640580532,0.10960414991666723,0.025826623047493502,0.0406230838810383,0.12943089621208248,0.1268326740474992,0.0987980462768081,0.15544903639603758,0.1203261638189036,0.12066173639337396,0.10607550606361504,0.1174909730830459,0.12792178904764517,0.10840776844667677,0.09600199477440907,0.11136409216541632,0.14951737590586678,0.12052067911452624,0.13274914656373416,0.11275456124039973,0.07873262619060828,0.10900836161547656,0.018398438037656173,0.11720266974194404,0.016160050263117398,0.13619084106724855,0.12560278666296332,0.0,0.1133547259350065,0.09267367868755527,0.06858831560291412,0.08587353371430839,0.14745292910258345,0.05361545770946108,0.0944277954988254,0.1146690719730743,0.09067369721200202,0.0654930160504007,0.11599834957321087,0.08214167693568375,0.09135624547082655,0.009576480434538182,0.13614208041629694,0.12121113305770981,0.07900264497245002,0.0011758575816139816,0.10901824019123729,0.12202478725026644,0.06390525389175772,0.11562022113672277,0.10895300999424862,0.1396568567674471,0.11873815986252845,0.06945351703161295,0.08497525708245324,0.09826203378930531,0.08970073215710284,0.09490423817486393,0.07908362851468098,0.1172974171706096,0.11839397991037781,0.07291651084691009,0.060561071862471505,0.09797932441522972,0.10152562759559236,0.0817811593894694,0.1165117128362515,0.08669335425956426,0.08823611916056362,0.11089949386826703,0.08259573109722618,0.10416975678643459,0.09706861944941225,0.03565228178255764,0.07721013437493163,0.12406778990904488,0.10241715696408282,0.11770562212216573,0.09907094334317912,0.10043881100154106,0.09324269885708081,0.066618127644684,0.10644020197102966,0.08468150980132128,0.10361889837535254,0.10143249005433819,0.123624953915489,0.01746750160664179,0.0761377096739082,0.09994806423735847,0.11482056891681425,0.06848350836886086,0.1434360746235427,0.10399404165911219,0.09343428082205152,0.07642549170549029,0.12208690919113163,0.058483531643066744,0.10198239595655922,0.11404541123095835,0.058615091961973675,0.11601403677132072,0.09656880218087094,0.07415584621321814,0.08258636393935082,0.0954950278911948,0.06228452444519994,0.14141600311142866,0.12370749689793337,0.11088427803538303,0.11066517053378955,0.06868881242632474,0.07366502028241162,0.1211027403178605,0.08757362083282683,0.0858894182673029,0.1349775110702105,0.05043809454977288,0.09912794592382612,0.12146389692122284,0.11723372902727458,0.09413516637115138,0.10308233454986271,0.10265329126465716,0.023009000793259515,0.10444970624091543
