,ABBA,Aerosmith,Alice Cooper,Arcade Fire,Arctic Monkeys,Billie Eilish,Black Eyed Peas,Black Flag,Black Sabbath,Blondie,Blues Saraceno,Boyz II Men,Bring Me The Horizon,Brooks & Dunn,Buffalo Springfield,Calle 13,Chicago,Cliff Richard & The Shadows,Coldplay,Cream,Creedence Clearwater Revival,"Crosby, Stills & Nash",Daft Punk,David Caggiano and Sami Chohfi,Death Cab for Cutie,Def Leppard,Demi Lovato,Depeche Mode,Dion and The Belmonts,Dire Straits,Disturbed,Don Toliver,Drake,"Earth, Wind & Fire","Emerson, Lake & Palmer",Fall Out Boy,Fleetwood Mac,Flo Rida,Fugazi,Genesis,Gorillaz,grandson,Green Day,Halsey,Hollywood Undead,Imagine Dragons,Jonas Brothers,Josylvio,Joy Division,Juelz Santana,Keane,Kings of Convenience,Kraftwerk,Ladysmith Black Mambazo,Led Zeppelin,Linkin Park,LMFAO,Mac Miller,Maroon 5,Meg Myers,Metallica,Modest Mouse,Mumford & Sons,Muse,My Chemical Romance,Nazareth,NEFFEX,New Order,Nickelback,Nine Inch Nails,Nirvana,Oh Wonder,Omen44 x Nipps (Buddha Brand) x Vikn (Tetrad The Gang Of Four),One Direction,Oomph!,OutKast,Papa Roach,Parliament-Funkadelic,Pavement,Pearl Jam,Pere Ubu,"Peter, Paul and Mary",Pink Floyd,Pixies,Placebo,Poco,Portishead,Puffy AmiYumi,Queen,Radiohead,Rage Against the Machine,Rammstein,Rascal Flatts,Red Hot Chili Peppers,Roxy Music,Shanti Dope,Skindred,Sleater-Kinney,Sly and the Family Stone,Sonic Youth,Spice Girls,STARSET,Steely Dan,System of a Down,Talking Heads,Tardigrade Inferno,Television,The Allman Brothers Band,The Andrews Sisters,The Animals,The Band,The Beach Boys,The Beatles,The Boswell Sisters,The Byrds,The Chemical Brothers,The Chicks,The Coasters,The Cranberries,The Decemberists,The Dillards,The Doors,The Drifters,The Eagles (Vocal Group),The Flamingos,The Flying Burrito Brothers,The Four Seasons,The Four Tops,The Hollies,The Ink Spots,The Isley Brothers,The Jesus and Mary Chain,The Judds,The Kingston Trio,The Kinks,The Louvin Brothers,The LovinтАЩ Spoonful,The Melons,The Mills Brothers,The Monkees,The Moody Blues,The Moonglows,The Neighbourhood,The Orioles,The Platters,The Police,The Pretty Reckless,The Ramona Flowers,The Replacements,The Rolling Stones,The Shirelles,The Smashing Pumpkins,The Smiths,The Soul Stirrers,The Stanley Brothers,The Staple Singers,The Stooges,The Strokes,The Temptations,The Turtles,The Velvet Underground,The Ventures,The Weavers,The White Stripes,The Who,The Yardbirds,Thousand Foot Krutch,Tinariwen,Traffic,TV on the Radio,U2,Van Halen,Wilco,Yo La Tengo,"Yung Lee (Beast Boy) x Sky, The Vision",ZZ Top,The Killers
ABBA,1.0,0.17208600896960347,0.12940250532114217,0.15901010557151996,0.17949308057997304,0.17339318545309712,0.14679172709120614,0.12497443057971824,0.18717892007191828,0.1453379170341902,0.12649986566341853,0.20563039344817313,0.18869098642222948,0.1456223263342712,0.17788336439676344,0.011187480872787536,0.16611742813964092,0.15638741279459323,0.14316201921354366,0.10601358855446796,0.13304036888490234,0.19057215934350313,0.07479767220028277,0.0,0.15286149461041365,0.16238639815812417,0.15928538987286855,0.13763632156828787,0.1567102283006696,0.18503168389456004,0.18885640808800686,0.1555479507473445,0.19772679872189525,0.13567029322014512,0.16678030606939132,0.14917458253302918,0.17443477790294049,0.15147612763494878,0.14261678604443406,0.20242601309245867,0.15614191228131513,0.1590152408828298,0.18064363991389065,0.18604443999277098,0.20633945216180616,0.17162057982438683,0.1758166947564731,0.013234981665859458,0.14163547174642344,0.15723456361698496,0.1624818627423643,0.1704316469443531,0.04449482342322375,0.06355929052534759,0.18457075629046238,0.17953408454788455,0.13545444758582637,0.21832242618060682,0.17338543388067829,0.15835902900830323,0.15694222201857322,0.17150823006207228,0.1827938692430887,0.1506654358607803,0.1466233129205886,0.14961377115287844,0.19488646591971182,0.17547903242805374,0.18757750650241145,0.1582430247446862,0.11020996471549749,0.1622225906915573,0.02580182283820187,0.16833056438026694,0.019741818937634936,0.2042313666022193,0.162348471673339,0.0,0.16917597043864985,0.13519086000071945,0.1003745784842387,0.13865757934612466,0.21127171473683637,0.07279612457942264,0.14098062293844982,0.16759925835442346,0.15478775248918186,0.0982082443999781,0.16552130850099922,0.11055375319827832,0.13805104470903284,0.012298624163606386,0.19524685160393962,0.17051751782661706,0.12258795258003996,0.0013502660883371043,0.1486696547285079,0.17598957103432478,0.09578649764309288,0.1637073527852536,0.15109775777401435,0.206791588581408,0.18093559016440286,0.10644309167271337,0.12737279166132742,0.1456353561622551,0.13914330439710487,0.13250776932257102,0.12075425722425626,0.16484066555425458,0.1778221196984764,0.10822155313905557,0.0867584032056904,0.13744087800708193,0.1452849642236007,0.11112185529415686,0.1625322767137084,0.12276253266691817,0.11684292512854111,0.1725318106766971,0.13649742687069466,0.16074602388156967,0.1449268879934168,0.05466149992229685,0.12225703717777114,0.1762712938378449,0.14055027800019904,0.16846892540601743,0.15172687437134114,0.14342617777889122,0.1305382297145773,0.09563388236070713,0.16592747565265598,0.13571839554046716,0.15664542575698948,0.158281216726458,0.18000722904406563,0.028471520198656064,0.11764107144848157,0.1391403619728111,0.17664176599133685,0.10322081916941306,0.1953331806939791,0.1522530842394776,0.13976335448117094,0.10719284053036138,0.17186153242576097,0.07326552592811275,0.14410768969257504,0.153048541533651,0.08882594580843661,0.1659868035809986,0.1495446373499536,0.11059101033024699,0.12695499757919604,0.13335204527903788,0.0781039816354473,0.185043542474286,0.1745360672536772,0.1621567976321483,0.16496127349868095,0.10648505362275928,0.11414605323527105,0.17438926453189607,0.1221875620181001,0.125251480656966,0.18422880498427863,0.07538597802373226,0.15154301948655913,0.18057022128549216,0.17785379515466704,0.13892055031287243,0.1467325160174694,0.14857813213182625,0.02712081428336033,0.1354326141344121,0.0
Aerosmith,0.17208600896960347,1.0,0.13375539094854783,0.16053348673537338,0.18428415920952612,0.17452354249855695,0.16126510201604094,0.11927736518449494,0.18616637842692785,0.14447567650377857,0.12902800631825295,0.20549077489070022,0.18567519864126902,0.14898840427778337,0.1803454374612058,0.00831036791028228,0.16357980305663633,0.16431502490540573,0.14779858198491458,0.10849575435444436,0.14069840036715453,0.185930036351028,0.07864858684212617,0.0,0.1471546524239452,0.19539157248894834,0.20167684318220747,0.13158259889913193,0.1584606092349201,0.187030699337426,0.18473533908577489,0.18321387377895015,0.21110775075782606,0.14409686254558585,0.15338673827524685,0.15314854743610629,0.17456265938213134,0.16832527958198495,0.14017283191913954,0.19549477484956357,0.16661183690027637,0.16318352456446428,0.17455064239870044,0.1839802946877922,0.21219327188577497,0.1744993632884192,0.18543923958873765,0.013590567512814511,0.13407866945431401,0.17952481663884168,0.1637189188285425,0.15705155502601564,0.03998506226787579,0.06090711508191837,0.18274383784709536,0.17763700472260502,0.14172721407154265,0.24241430399614416,0.20191343395966987,0.16628173885437847,0.14813519215526139,0.16633249338662082,0.17382194571801024,0.14476746900882387,0.14055381093738872,0.15978243320290408,0.20660745186077845,0.16996039753382652,0.19814766688870855,0.15253745912738248,0.11854788935728111,0.16078206282438745,0.02813891309995631,0.16881437035503,0.020106205699194635,0.20957034671190689,0.16529582491844974,0.0,0.16888350695710386,0.13974176474273814,0.09998248729947778,0.12772944004858433,0.20686315046518355,0.07247365422236118,0.1342131367446644,0.16477982186263096,0.12318468986593767,0.0964349942062902,0.16784392885820554,0.11259456240574361,0.14453984233958983,0.012217824732789873,0.20431435965732847,0.17434892864108043,0.11829772065761235,0.0012047296113935069,0.15434330166933297,0.18076322259169963,0.10173036556319148,0.1656734639541363,0.16033049956668788,0.1962380159317867,0.18367977987630213,0.10849221058381164,0.12155680488422815,0.13369336830967182,0.1362672226426611,0.14643601802333917,0.11656855844846437,0.18679218580434753,0.1758102183021063,0.10740006739893904,0.09169000565800944,0.1392286193959118,0.13665068140108994,0.10870088290264934,0.1650084625795294,0.1376044440804376,0.11284113191935097,0.15527528392091683,0.13153987430371405,0.1774716649287036,0.15014838809951447,0.0540041995272198,0.10956235623642174,0.16903760923145583,0.15208399997476907,0.16978340936547154,0.14547160456530506,0.1394624893001628,0.1436131725185661,0.09787395016639233,0.1657258586976741,0.12481250032691116,0.14784117612894032,0.15157888730082525,0.17279249780232753,0.02803815338804172,0.11822945262603068,0.13793053160024316,0.16613481427467458,0.10040338649846414,0.19686882860936938,0.1478643624661391,0.13365693911737386,0.10628543042380967,0.16554757496819406,0.07109497261798736,0.1487810186591595,0.1603984305169116,0.091736949971851,0.15944473319234942,0.13794964194159398,0.10881073167901012,0.11956766526624829,0.13659059047046873,0.08480763985500295,0.19428737824104492,0.1921200629119285,0.15746755821075586,0.16579075833828472,0.1083236095225919,0.10597120268412275,0.17563833051642952,0.1179352267398952,0.1274184260695559,0.18353415861645883,0.07389302972684852,0.14701052594263064,0.1725626358050416,0.1807262805823483,0.1515593073449173,0.14093359513804082,0.13872203456052656,0.039407420917965896,0.13903714930890565,0.0
Alice Cooper,0.12940250532114217,0.13375539094854783,1.0,0.11915275183361507,0.14250921533640337,0.13736443068656057,0.12023898225144325,0.09799211278636866,0.1522659779598492,0.11386608935352949,0.10165473367554423,0.15378631991776226,0.14404805364008666,0.12001896240958287,0.13929896132129582,0.013730041436119778,0.12820526228068718,0.12336718334961383,0.11392174503855013,0.08523265766319399,0.10184796521559902,0.14426841762762688,0.050294365110489014,0.0,0.11651230922365319,0.13247491281259427,0.12448237084946812,0.1003172615769713,0.12044713553887976,0.14689049738485793,0.13768295311492484,0.13122979004245305,0.15357852088204205,0.10701881359259913,0.13044498031977803,0.11845579141086815,0.13498941556998623,0.12377779685753565,0.10871446636074122,0.15973395755369313,0.11634775567030498,0.13164792058548602,0.15131198765829912,0.15321753533099003,0.16269552095763673,0.12976425847975348,0.13382166924585848,0.009167325957031403,0.10574551680334143,0.13062383655760046,0.12541590612754083,0.12472376435659105,0.0348528715790436,0.050884503561806294,0.14517580983449174,0.1306586407096889,0.11649793630211747,0.17356770738526817,0.1389707343250205,0.12960514842729032,0.12134750191873866,0.1329234548886703,0.14134295228968052,0.12520868709887245,0.11949400103714025,0.11875240466662218,0.1514174020149075,0.127819413424052,0.15100392264285967,0.12097973602835677,0.08733345882699683,0.11706406916008227,0.02248578498607745,0.1278264107060907,0.01657596756370372,0.16581093109715017,0.12520871758858432,0.0,0.13507315846744594,0.11041365566115902,0.08298745941064656,0.10229459757022774,0.16276659605475208,0.07061940615736084,0.10663438999652275,0.125177774480157,0.09519506763014318,0.07441943009305896,0.1294901746821,0.08731575232923672,0.1098601203834173,0.00917357135940744,0.1483651610443837,0.13156034145686413,0.09336090987694257,0.001501827239124509,0.12128041473113105,0.1349177337076214,0.08464934214684827,0.1274792500001134,0.11954838822051694,0.15266662375976214,0.13840096494186505,0.0876772899604823,0.10373029048124949,0.1177085608243793,0.10926315148466925,0.1112503268508993,0.09484612765779799,0.13757493430952417,0.14053894189681337,0.08524127269782888,0.0684495475193202,0.11060857281969128,0.1148282866422905,0.08539617609003669,0.13329638494497287,0.11057986209965998,0.08423044076029151,0.14090635244955918,0.10739273590521758,0.13012370089592695,0.11451552853549352,0.040265841696331406,0.08764657803715659,0.13733734307637824,0.11367322444553918,0.13035994706630794,0.11324442586361094,0.11205804095382621,0.10868502541385427,0.08014884591470794,0.1297235335844945,0.11136132995704351,0.12571702755920655,0.12533726314678895,0.1403390303500407,0.023670211289388843,0.09329404028009702,0.11227938053851416,0.12751030372591,0.08119180307871743,0.1506454585514877,0.11095667233330975,0.10478441047309961,0.0837285249747608,0.13300641752557585,0.051324474180289625,0.11642539961989773,0.12464780534831255,0.08487341249921776,0.13066086603539107,0.11376309557732012,0.08820637624117655,0.10382023222075953,0.09970735970454503,0.06716822060645733,0.14738614191132826,0.14614681849895717,0.12146746985344659,0.13694939385202687,0.08402738891300443,0.0925282548119768,0.13536123710556147,0.09589923128285682,0.11225159620929714,0.13574353704488318,0.05906727823787816,0.11763177515970824,0.14390312604823707,0.13667104059757107,0.13235271632029588,0.11482424359313537,0.10573764628388405,0.01800052459048951,0.11216404330760943,0.0
Arcade Fire,0.15901010557151996,0.16053348673537338,0.11915275183361507,1.0,0.16930832283680608,0.16108594255816455,0.1499614198176028,0.11203649569160778,0.17750560577922314,0.1282208822482902,0.11685327084809116,0.1906498195143006,0.18195208704537247,0.12688145845150545,0.16749292459681586,0.020639660708226204,0.15345218784155434,0.13839599220993715,0.14068985807812018,0.09091518667781151,0.12531461977262193,0.17218734396495916,0.0847313934654943,0.0,0.14198327446870285,0.17312940887867978,0.15142018071144248,0.1217680968021373,0.13831984723962898,0.1698009331655379,0.17252123299042543,0.15503871117356582,0.1901745659808085,0.12459486549878274,0.14371525671946261,0.13971538026521235,0.1672155122922152,0.15068559944071747,0.1412042953534689,0.1838347189109255,0.16034490984490768,0.15848618404855408,0.16378043122345898,0.17338202937579494,0.20076697033612667,0.16458166230392868,0.16861909771650563,0.01648652283633334,0.12744051761245312,0.15311888968679954,0.1573711704293329,0.14861355568222123,0.03753495776278348,0.055161400227454305,0.16326212569676757,0.16221768514061974,0.1416681211200519,0.21238706997844292,0.17112964885136694,0.15116018466794967,0.14189463368642818,0.16317385224986913,0.1745276184064214,0.14384062084279714,0.15013733192831202,0.1372927367228447,0.19258681756682305,0.1619532090214022,0.1820676209770543,0.14755622497612797,0.09681417411938842,0.15794182412669933,0.024273903012378972,0.15945657146666758,0.016290524976575127,0.1874211155788681,0.15855663331203562,0.0,0.1609076391222064,0.11973396836838357,0.09246260968200537,0.11717636881196813,0.19256749994598987,0.0713872121540634,0.12767376120886653,0.15306575833927438,0.11927471595701,0.09475940961801155,0.14888435939225053,0.1117646637683184,0.13215973742662923,0.010787668814065232,0.19591704511867647,0.16229497741147003,0.10989940688898703,0.0016471874029128086,0.15476006114450436,0.16722612210635823,0.07835099723784444,0.15938399979190376,0.16144000681658266,0.19520371322646202,0.1740968629100419,0.11081463419640225,0.11107473310658478,0.1310206417637847,0.12639563661034092,0.1184224139789678,0.10467246327988,0.15883782082241937,0.16630976598098224,0.09544122187719217,0.08161060363187667,0.1233573611660369,0.13301123848237018,0.1037995964630063,0.15547051405004209,0.11143845511403017,0.10793528026110155,0.14871924889311727,0.12024811972823635,0.1460179702289106,0.12677390306521774,0.042586724262524855,0.1039696906007117,0.15798504408789704,0.13581924073446594,0.15661607402640942,0.12992137734592357,0.12896901625547263,0.13618760966732213,0.08827719131003153,0.14751828028552072,0.12061042903910335,0.13673860265038473,0.13361259118834323,0.15911863646742108,0.026109670876356184,0.10608302572504613,0.12630333342181854,0.15882341436502945,0.09053735680719943,0.18262739073353196,0.1355486257827605,0.12559903924076088,0.09870556410969233,0.1550414849055628,0.07749573943966392,0.14337813417033762,0.1417088124729956,0.11274429063392166,0.14701217855878923,0.14142335990461274,0.09631882208886788,0.10883118987173068,0.12842689685134,0.07099638049954238,0.18982492308420662,0.15110059059002623,0.1464294938838473,0.15652911232774436,0.09581214150070283,0.0983304660982548,0.1652072387069644,0.11176182425578052,0.10985817498597028,0.19373262803162516,0.06639148722728638,0.13544070405025788,0.1843503684938098,0.16584489103347566,0.12381162916929733,0.13350122708566348,0.13718025540203282,0.03654622579352562,0.12358350185406863,0.0
Arctic Monkeys,0.17949308057997304,0.18428415920952612,0.14250921533640337,0.16930832283680608,1.0,0.18062276150074663,0.15814107448161352,0.12197034737798551,0.1938462446278919,0.1527472130651223,0.13174507115508283,0.21173875999521252,0.19334323141052312,0.15723950372627327,0.19078718128612793,0.006621834752980393,0.16521074493652832,0.16408953151243855,0.16521545154720452,0.1082899349332821,0.14831604813071608,0.2090134901462699,0.1505125969535286,0.0,0.1670521722581495,0.18665772268280356,0.16462707032410706,0.13692262538327937,0.1622540515284303,0.19564866287221527,0.19554517297541363,0.17516390012737215,0.21249518387914024,0.13762646577419846,0.17891233019304864,0.16088405853021648,0.18358442259069463,0.16492232530994277,0.15079856347756393,0.21078842586360425,0.17267779908059588,0.16679076753395594,0.1914958298216396,0.191933168879039,0.22291618461327445,0.18055924602483098,0.18666575368863625,0.01058953561412146,0.1484155846966413,0.16969311338775572,0.17240437147594567,0.17475175831140222,0.045308865197694614,0.06756677976490644,0.1850401556960788,0.1812871608389991,0.14848665884623247,0.2346427367572117,0.18678667144374816,0.17015988626834277,0.1547263900880207,0.18603358930003477,0.1921223788976445,0.15703878044058794,0.15020249065381286,0.15527750302098287,0.20519633647710023,0.1776020519469914,0.20822270174040336,0.1584033347955497,0.10580001533196015,0.16950145147599605,0.029835880549144655,0.17833965904975635,0.018922938991341787,0.22037744907825618,0.16692421649039235,0.0,0.1856861390388138,0.14231717513862707,0.11039867438857698,0.13804402755534206,0.2308697857539319,0.07470819160437159,0.1487526655153688,0.17992679561531988,0.1330009312144782,0.10576118519300581,0.15979672403167766,0.12115578662919202,0.15189362839567555,0.011523368966350422,0.21543650459924157,0.18194225247617735,0.12728487765327423,0.0013375102323495147,0.16440174389401352,0.18202441371655653,0.09816193163414333,0.17838721174901373,0.16382288803848488,0.21139961158204823,0.20066103421262094,0.11045565814930669,0.13049399616978707,0.15157807235805942,0.14517059462515924,0.13860296925286153,0.12650892876012887,0.17974128350437923,0.18837537063508614,0.11463690272378468,0.09001624754895743,0.14650485386662604,0.147930687680637,0.11610669851340882,0.17759122995473764,0.13865523553579373,0.11940948754681158,0.1774791449982056,0.14864934872053537,0.17882516233524337,0.15388789000498315,0.058285558753474964,0.12098064958927679,0.18363707397369589,0.15681345816783931,0.2011115963897726,0.14847078043476347,0.14667607229835466,0.1415745750679962,0.10140572584476404,0.17662527047587562,0.13798123106876348,0.1579723551228457,0.16625053476588736,0.19940834183389944,0.03153378971979259,0.1276290096174092,0.14408521721159295,0.18189334180710937,0.10292366336009662,0.2041676217234245,0.15059112036906475,0.1433712944059755,0.11404344692361201,0.17485353039491147,0.07417990580720057,0.16114932047065633,0.16506794271855574,0.08881077759242784,0.17373525949105828,0.15282415233106328,0.11324786657762664,0.1304179915677004,0.1425198018020042,0.08754493970593258,0.20511918688489073,0.17709921875412915,0.16087963607186162,0.18042877722901118,0.1205721743601994,0.1194701566064954,0.18273571579801673,0.13054569251928982,0.12926601052548525,0.19731096498657075,0.075677633188444,0.1606677519291977,0.18973431122802076,0.1883116418810682,0.14097925469198125,0.15669085839909846,0.1547208089974944,0.03388182872969947,0.14272829693246925,0.0
Billie Eilish,0.17339318545309712,0.17452354249855695,0.13736443068656057,0.16108594255816455,0.18062276150074663,1.0,0.14249508449583015,0.13257939857292866,0.17847671169197155,0.15815378838149097,0.12412953211317124,0.21653306800201233,0.21445220044264923,0.13704454602079186,0.1922197114874331,0.010198708327576966,0.17637981148025528,0.17122551560171484,0.14855834792722267,0.10335745886313508,0.11458766928731146,0.1814159385063172,0.06426155134606115,0.0,0.14675117560044693,0.1699211092784393,0.18195611733721528,0.1353833634645838,0.16425786996338831,0.15513000981915492,0.1873226480460246,0.1741089331908685,0.2195334877503866,0.13532429047045502,0.144877808847522,0.1483843526265941,0.19863541475153745,0.15854768324295154,0.15196130238451133,0.18223462192440232,0.15738192630239667,0.14771867415172657,0.16311690325340966,0.2064829812978961,0.21650435311298155,0.17569877498429554,0.1950919082837873,0.010408075162523067,0.11718214076721112,0.16122623173647455,0.16602842562909348,0.16344416533375994,0.0313037207250364,0.05377585406496632,0.17292986297050528,0.17792546416510902,0.13284703118509733,0.22898321453960846,0.2057179726961934,0.1838808391385478,0.14899167916496558,0.1571498360839403,0.1901040237567001,0.15520932359452555,0.15443145048338702,0.16270834261960343,0.21537531484868322,0.1705067604781627,0.1842648689129306,0.17792602594426865,0.11950545347858177,0.16936070009653592,0.027187774541988285,0.1801361817078685,0.020581898191629033,0.20150653710275535,0.1685504833196012,0.0,0.1557913841371057,0.12709402245260537,0.08649450472409503,0.1155891368576224,0.19890688407972446,0.07189341851203457,0.14582373611049548,0.15572645125259554,0.13152928424510157,0.10259357782956346,0.1624497443373173,0.11548764620045882,0.11462388497325182,0.013141038624605583,0.2112601211784213,0.16590404367199674,0.11308713029881456,0.00147477183147382,0.14421589174466098,0.16988504067391408,0.10105746906750135,0.16258706692671687,0.17138034786087797,0.20403129541735865,0.17462207772055582,0.10195739952301308,0.10350074979815638,0.14503866795552334,0.12622710672418958,0.1336392353563498,0.10982616288415081,0.15906832645681424,0.15778728747024484,0.10426155228755385,0.08187885382881721,0.13241694727961106,0.1327633153073935,0.11024441448663092,0.17405319099258865,0.11854837587195333,0.12463283953257842,0.1514642511810519,0.10309500836292884,0.13827323819099568,0.13020465478408005,0.061782422527133285,0.10771842537942022,0.18602619950253296,0.16631382192766464,0.17841647837264318,0.14722089459444399,0.1417250010215103,0.14388419126404117,0.0978578564858934,0.15343288410661893,0.10869580805980639,0.14041700780885635,0.13479626270498357,0.17568156656474165,0.031723075665916256,0.10231966594795594,0.14592849603066105,0.16072630823288725,0.10011538917553453,0.23014542625760825,0.16478358816541772,0.13680876126741648,0.10635396400357866,0.1773281291084461,0.07128201670152956,0.14397166497118008,0.1624253020537061,0.095362746072155,0.16822928697146522,0.13717006875565751,0.10089972977422623,0.10568243916489639,0.13793499877064663,0.08419903298166864,0.2018002056437047,0.1976110648139381,0.1783123507294344,0.15170472572843252,0.10396457508123613,0.09542375355348864,0.17720054386363304,0.12203442213054982,0.12747456232805243,0.1882054390668073,0.07115414881996451,0.13852901422745434,0.16306688831592175,0.16657821243297044,0.14133817461979525,0.15392877945396632,0.14180054053951408,0.025135992854432354,0.13083511261230618,0.0
Black Eyed Peas,0.14679172709120614,0.16126510201604094,0.12023898225144325,0.1499614198176028,0.15814107448161352,0.14249508449583015,1.0,0.10369370568717562,0.16225076682210893,0.12804645832859918,0.10744862921155385,0.18407708654613764,0.15906725104156272,0.1292381385036453,0.15212778197952115,0.012081923374048897,0.14340688486354414,0.13537690131084978,0.14892177691925657,0.0877616706802462,0.12054750128640257,0.16131179820053287,0.07534234921460892,0.0,0.13137861022771813,0.17499859203530554,0.14419204754767745,0.1431214417342641,0.13247210673866483,0.16117158786402452,0.16033691419693075,0.1610019907857646,0.19590960840870386,0.12614285335270137,0.1398184430837759,0.13560685406064388,0.14572403308981363,0.17051242496822594,0.12337067608865593,0.17638665981505808,0.15152986400337265,0.14996758112430686,0.15983555306333463,0.16131735087045063,0.19785632459879676,0.152085783600312,0.1556649924808684,0.012910405939919323,0.12514227901920616,0.17466570555255934,0.1463109471231916,0.13683116936333084,0.039160601138316875,0.05486600577179834,0.16505817038129456,0.16232065744784474,0.14992797398108015,0.2100140529420178,0.15965755850796104,0.1468905284610782,0.12782267210420262,0.15717695758326278,0.1532872113587319,0.12575507962873544,0.1302393607222634,0.12966862716187766,0.18728831672314072,0.15034031072445808,0.17310781821280552,0.12983840317451145,0.09026164945401227,0.15162581471800352,0.027033575580908464,0.14834472634003826,0.01865759802055833,0.20026476737408583,0.14402694565042018,0.0,0.15255193672879463,0.11993544711512238,0.09163852389787952,0.11446663478454899,0.17825664022566,0.07811121560384993,0.12127862956364543,0.14249391441899906,0.10960205111591459,0.09193543197649834,0.14468798945497496,0.10340670671463037,0.13905726640357385,0.011726009015950334,0.17517796131840546,0.151268332993856,0.11063858900968349,0.028753620337376717,0.1519884355767469,0.159538811207659,0.08814187355816983,0.14239036379129866,0.14847617440623728,0.17075917390566797,0.15663559576063668,0.09343559295605375,0.11129677774272773,0.12165878846610634,0.12332198725981536,0.11797052252573381,0.1057045920493076,0.16651064175779962,0.15471506966805992,0.10247030915135491,0.08267103268643872,0.11957763576265945,0.11984454151912538,0.09756545165776254,0.14466404532833932,0.11404358755399202,0.09707423241244961,0.1467256567689288,0.11717332933240487,0.14455206677307708,0.12269549398362456,0.044829258483350065,0.10009544950173888,0.14371977507265488,0.1280548804891679,0.14560173545263022,0.12744751549184496,0.12506008798630885,0.12126433342401,0.08602598012750096,0.14436713729187733,0.1130354678375668,0.13277416756930027,0.13036083244830188,0.15422065694684894,0.024132554841696408,0.10544077507275662,0.12410701678649105,0.14935212829146471,0.09353556690468945,0.1674589653100751,0.15440369726402015,0.11549554552500607,0.09730158379712361,0.1517481672596358,0.06686310716574606,0.13562756192384762,0.13190447621088497,0.07713228462714361,0.14360463654106947,0.1274918552477602,0.0946484279008043,0.1040961653845045,0.12564518507058198,0.07119922848710858,0.16807727526946714,0.15719794991552005,0.1382456638906625,0.14224819398118416,0.09433951065158941,0.09832276492478786,0.153649530636348,0.1051268653002545,0.10310857811359342,0.18169607974647362,0.06854798247189398,0.12784685459290435,0.1613037850325717,0.15562687064547365,0.1327086111405359,0.12249742109673378,0.12516198589042793,0.04478950333150444,0.12348095269218551,0.0
